timestamp,asset_id,asset_type,zone_id,capacity_kw,expected_power_kw,actual_power_kw,performance_ratio,irradiance_wm2,ambient_temp_c,asset_temp_c,dc_voltage_v,dc_current_a,ac_voltage_v,ac_current_a,power_factor,wind_speed_ms,wind_direction_deg,fault_code,communication_status,maintenance_age_days,curtailment_command_kw,anomaly_ground_truth,root_cause_ground_truth
2026-01-01 00:00:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,15.993428306022466,15.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,SOLAR_02,solar,ZONE_A,242607.14596148743,0.0,0.0,1.0,0.0,15.993428306022466,15.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,SOLAR_03,solar,ZONE_A,209799.0912717108,0.0,0.0,1.0,0.0,15.993428306022466,15.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,SOLAR_04,solar,ZONE_A,189798.7726295555,0.0,0.0,1.0,0.0,15.993428306022466,15.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,SOLAR_05,solar,ZONE_A,123402.79606636548,0.0,0.0,1.0,0.0,15.993428306022466,15.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,SOLAR_06,solar,ZONE_A,123399.1780504304,0.0,0.0,1.0,0.0,15.993428306022466,15.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,WIND_01,wind,ZONE_A,111616.7224336399,13853.493457797013,13678.055315736474,0.9873361803941374,0.0,15.993428306022466,17.831711339429017,1200,27165.738160341272,400,47053.81898442484,0.99,7.489374708486926,251.7273846883706,NONE,OK,100,13853.493457797013,0,
2026-01-01 00:00:00,WIND_02,wind,ZONE_A,273235.229154987,33913.04077925021,33647.4911473555,0.9921696897183816,0.0,15.993428306022466,17.796701397620627,1200,26748.55085870605,400,46331.20818482573,0.99,7.489374708486926,229.9404271741221,NONE,OK,100,33913.04077925021,0,
2026-01-01 00:00:00,WIND_03,wind,ZONE_A,220223.0023486417,27333.340880952408,27360.40792034441,1.0009902572652896,0.0,15.993428306022466,17.913158904220257,1200,28476.00387326726,400,49323.332343996415,0.99,7.489374708486926,272.8575862582197,NONE,OK,100,27333.340880952408,0,
2026-01-01 00:00:00,SOLAR_07,solar,ZONE_B,206210.88666940684,0.0,0.0,1.0,0.0,17.993428306022466,17.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,SOLAR_08,solar,ZONE_B,103087.67414437036,0.0,0.0,1.0,0.0,17.993428306022466,17.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,SOLAR_09,solar,ZONE_B,245486.4778242992,0.0,0.0,1.0,0.0,17.993428306022466,17.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,SOLAR_10,solar,ZONE_B,224866.3961200633,0.0,0.0,1.0,0.0,17.993428306022466,17.993428306022466,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:00:00,WIND_04,wind,ZONE_B,142467.82213565524,5979.3244600382895,5963.047547451864,0.9972778007456846,0.0,17.993428306022466,18.620032415113265,1200,12183.96878787663,400,21103.87203442835,0.99,6.127670216034757,301.0006097739676,NONE,OK,100,5979.3244600382895,0,
2026-01-01 00:00:00,WIND_05,wind,ZONE_B,136364.99344142014,5723.19088306736,5675.397463808612,0.9916491656079216,0.0,17.993428306022466,18.646965650853087,1200,12707.670593928762,400,22010.976779322336,0.99,6.127670216034757,244.10610443589,NONE,OK,100,5723.19088306736,0,
2026-01-01 00:15:00,SOLAR_01,solar,ZONE_A,156181.01782710437,0.0,0.0,1.0,0.0,14.734176781464614,14.734176781464614,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:15:00,SOLAR_02,solar,ZONE_A,242607.14596148743,0.0,0.0,1.0,0.0,14.734176781464614,14.734176781464614,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
2026-01-01 00:15:00,SOLAR_03,solar,ZONE_A,209799.0912717108,0.0,0.0,1.0,0.0,14.734176781464614,14.734176781464614,1200,0.0,400,0.0,0.99,0.0,0.0,NONE,OK,100,0.0,0,
