timestamp,zone_id,demand_mw,temperature_c,humidity_pct,wind_speed_ms,irradiance_wm2,cloud_cover_pct,solar_generation_mw,wind_generation_mw,hydro_generation_mw,grid_import_mw,battery_charge_mw,battery_discharge_mw,battery_soc_pct,demand_response_available_mw,transmission_capacity_mw,transmission_flow_mw,renewable_available_mw,renewable_dispatched_mw,curtailment_mw,grid_frequency_hz,reserve_margin_pct,holiday_flag,demand_spike_ground_truth,curtailment_event_ground_truth
2026-01-01 00:00:00,ZONE_A,2286.725259023718,15.993428306022466,68.80884383337514,7.489374708486926,0.0,20.14715295838776,0.0,74.1856432120808,400.0,1812.539615811637,0,0,49.99999999999999,150,3500,1886.50280089928,75.90682096273083,74.1856432120808,1.7211777506500283,50.00374015442949,11.635392739800864,0,0,0
2026-01-01 00:00:00,ZONE_B,1608.2696323175912,17.993428306022466,68.80884383337514,6.127670216034757,0.0,20.14715295838776,0.0,11.570072906103825,300.0,1296.6995594114876,0,0,49.99999999999999,100,2800,1308.2288364392352,11.734293899932394,11.570072906103825,0.1642209938285717,49.97901553499906,16.888767067928562,0,0,0
2026-01-01 00:15:00,ZONE_A,2264.8170479177297,14.734176781464614,69.35367770159674,7.065641068961092,0.0,22.7303751880676,0.0,54.86984184588219,400.0,1809.9472060718483,0,0,48.03790612309571,150,3500,1864.652190365721,56.29364118166987,54.86984184588219,1.4237993357876777,49.99160306008338,18.481531877567853,0,0,0
2026-01-01 00:15:00,ZONE_B,1624.3201307782294,16.734176781464612,69.35367770159674,5.780979056422711,0.0,22.7303751880676,0.0,8.276499295450328,300.0,1316.043631482779,0,0,48.03790612309571,100,2800,1324.2917620238104,8.276499295450328,8.276499295450328,0.0,50.011102816212514,14.863865542420104,0,0,0
2026-01-01 00:30:00,ZONE_A,2305.918557231475,16.338152769332332,76.79457133819032,7.694489910574298,0.0,17.823745505480275,0.0,85.71842111534038,400.0,1820.2001361161344,0,0,46.08421423339844,150,3500,1905.666552376709,85.71842111534038,85.71842111534038,0.0,49.97844512130139,14.37252145355705,0,0,0
2026-01-01 00:30:00,ZONE_B,1622.2238482290854,18.33815276933233,76.79457133819032,6.295491745015334,0.0,17.823745505480275,0.0,13.62494371759331,300.0,1308.5989045114927,0,0,46.08421423339844,100,2800,1322.176957482127,13.62494371759331,13.62494371759331,0.0,49.98074450297466,12.490649356162496,0,0,0
2026-01-01 00:45:00,ZONE_A,2282.510177489644,18.1421333107999,81.90413853833238,7.796162170307499,0.0,10.79966078584274,0.0,92.2617591622758,400.0,1790.2484183273682,0,0,44.14729033951616,150,3500,1882.2357100386528,93.18865904107216,92.2617591622758,0.9268998787963484,49.995807200131615,11.67193199371876,0,0,0
2026-01-01 00:45:00,ZONE_B,1610.197744958424,20.1421333107999,81.90413853833238,6.378678139342498,0.0,10.79966078584274,0.0,15.030685976928735,300.0,1295.1670589814953,0,0,44.14729033951616,100,2800,1310.1479653131655,15.030685976928735,15.030685976928735,0.0,50.01692497017145,18.56019375208047,0,0,0
2026-01-01 01:00:00,ZONE_A,2279.966138964578,14.702064119107987,65.58099231215519,7.9348693401363555,0.0,11.335700596043408,0.0,98.46900209667324,400.0,1781.497136867905,0,0,42.23542864692437,150,3500,1879.6727645275705,100.35258367000264,98.46900209667324,1.8835815733294083,49.96633235733914,17.321356538333095,0,0,0
2026-01-01 01:00:00,ZONE_B,1605.579562038313,16.702064119107987,65.58099231215519,6.492165823747927,0.0,11.335700596043408,0.0,16.092013093835686,300.0,1289.487548944477,0,0,42.23542864692437,100,2800,1305.5233662185028,16.092013093835686,16.092013093835686,0.0,50.027511815213046,12.509241634129133,0,0,0
2026-01-01 01:15:00,ZONE_A,2272.734043747352,14.797075438626113,76.43995170914395,6.851199620393085,0.0,9.741468818569752,0.0,47.31117234795666,400.0,1825.422871399395,0,0,40.35681604090514,150,3500,1872.5947095717904,47.31117234795666,47.31117234795666,0.0,49.98482669596915,13.88127879379032,0,0,0
2026-01-01 01:15:00,ZONE_B,1622.8157160090495,16.79707543862611,76.43995170914395,5.6055269621397965,0.0,9.741468818569752,0.0,6.76461238811534,300.0,1316.051103620934,0,0,40.35681604090514,100,2800,1322.7928414415762,6.76461238811534,6.76461238811534,0.0,49.99463895674877,11.03753381576897,0,0,0
2026-01-01 01:30:00,ZONE_A,2266.0863851166696,18.53902796845835,75.84635136763863,5.639597276129939,0.0,12.873642180839472,0.0,15.06082351867245,400.0,1851.0255615979968,0,0,38.5194970290473,150,3500,1866.0401779861272,15.422440308031192,15.06082351867245,0.3616167893587434,50.03905889107999,13.45068743744405,0,0,0
2026-01-01 01:30:00,ZONE_B,1581.9009702217372,20.53902796845835,75.84635136763863,4.614215953197222,0.0,12.873642180839472,0.0,1.612538228858121,300.0,1280.2884319928796,0,0,38.5194970290473,100,2800,1281.8955549822574,1.6195938237668528,1.612538228858121,0.0070555949087318,49.96859635800525,19.14440825863052,0,0,0
