timestamp,zone_id,net_load_mw,transmission_utilization,transmission_headroom_mw,grid_stress_indicator,curtailment_flag,net_load_lag_1,net_load_lag_4,net_load_lag_96,transmission_utilization_lag_1,transmission_utilization_lag_4,transmission_utilization_lag_96,curtailment_flag,curtailment_lag_1,curtailment_lag_4,curtailment_lag_96
2026-01-01 00:00:00,ZONE_A,2212.5396158116373,0.5390008002569371,1613.49719910072,0.7113234364294643,1,,,,,,,1,,,
2026-01-01 00:15:00,ZONE_A,2209.9472060718476,0.5327577686759203,1635.347809634279,0.6739712249501209,1,2212.5396158116373,,,0.5390008002569371,,,1,1.7211777506500283,,
2026-01-01 00:30:00,ZONE_A,2220.2001361161347,0.5444761578219168,1594.333447623291,0.7003754716431732,0,2209.9472060718476,,,0.5327577686759203,,,0,1.4237993357876777,,
2026-01-01 00:45:00,ZONE_A,2190.248418327368,0.5377816314396151,1617.7642899613472,0.7105311557512137,1,2220.2001361161347,,,0.5444761578219168,,,1,0.0,,
2026-01-01 01:00:00,ZONE_A,2181.497136867905,0.5370493612935916,1620.3272354724295,0.6819178979551304,1,2190.248418327368,2212.5396158116373,,0.5377816314396151,0.5390008002569371,,1,0.9268998787963484,1.7211777506500283,
2026-01-01 01:15:00,ZONE_A,2225.4228713993957,0.5350270598776544,1627.4052904282096,0.6981071359698756,0,2181.497136867905,2209.9472060718476,,0.5370493612935916,0.5327577686759203,,0,1.8835815733294083,1.4237993357876777,
2026-01-01 01:30:00,ZONE_A,2251.0255615979972,0.5331543365674649,1633.9598220138728,0.6993237310965122,1,2225.4228713993957,2220.2001361161347,,0.5350270598776544,0.5444761578219168,,1,0.0,0.0,
2026-01-01 01:45:00,ZONE_A,2301.0506258176333,0.5469357497928476,1585.7248757250331,0.7230277960176896,0,2251.0255615979972,2190.248418327368,,0.5331543365674649,0.5377816314396151,,0,0.3616167893587434,0.9268998787963484,
2026-01-01 02:00:00,ZONE_A,2273.233784481046,0.5395432811213213,1611.5985160753753,0.7069850872024372,1,2301.0506258176333,2181.497136867905,,0.5469357497928476,0.5370493612935916,,1,0.0,1.8835815733294083,
2026-01-01 02:15:00,ZONE_A,2281.2321624574656,0.5394481625211534,1611.931431175963,0.7145425190483083,1,2273.233784481046,2225.4228713993957,,0.5395432811213213,0.5350270598776544,,1,0.0079247264381976,0.0,
2026-01-01 02:30:00,ZONE_A,2310.320349516153,0.5464957171109852,1587.2649901115517,0.6830194084896981,0,2281.2321624574656,2251.0255615979972,,0.5394481625211534,0.5331543365674649,,0,0.0590655607754246,0.3616167893587434,
2026-01-01 02:45:00,ZONE_A,2262.5983802601404,0.5334027909486103,1633.090231679864,0.7067575872219487,1,2310.320349516153,2301.0506258176333,,0.5464957171109852,0.5469357497928476,,1,0.0,0.0,
2026-01-01 03:00:00,ZONE_A,2290.906080919308,0.5423188435366446,1601.884047621744,0.6722962582907126,0,2262.5983802601404,2273.233784481046,,0.5334027909486103,0.5395432811213213,,0,0.0056287191661876,0.0079247264381976,
2026-01-01 03:15:00,ZONE_A,2342.0740469716966,0.5566909135360282,1551.5818026239012,0.7167033241457648,1,2290.906080919308,2281.2321624574656,,0.5423188435366446,0.5394481625211534,,1,0.0,0.0590655607754246,
2026-01-01 03:30:00,ZONE_A,2284.161626307024,0.5416437654169304,1604.2468210407435,0.7200655846809546,1,2342.0740469716966,2310.320349516153,,0.5566909135360282,0.5464957171109852,,1,0.14505639979361,0.0,
2026-01-01 03:45:00,ZONE_A,2248.55313839589,0.5294267511578518,1647.0063709475187,0.6837254719018113,0,2284.161626307024,2262.5983802601404,,0.5416437654169304,0.5334027909486103,,0,0.0217982715115852,0.0056287191661876,
2026-01-01 04:00:00,ZONE_A,2281.2456577265357,0.5383927499454374,1615.625375190969,0.7018391011176999,1,2248.55313839589,2290.906080919308,,0.5294267511578518,0.5423188435366446,,1,0.0,0.0,
2026-01-01 04:15:00,ZONE_A,2263.489212724411,0.535965138516363,1624.1220151927296,0.6872888290276381,0,2281.2456577265357,2342.0740469716966,,0.5383927499454374,0.5566909135360282,,0,0.0028996499101849,0.14505639979361,
2026-01-01 04:30:00,ZONE_A,2254.787660584536,0.5336583822464009,1632.1956621375969,0.6807622840047749,0,2263.489212724411,2284.161626307024,,0.535965138516363,0.5416437654169304,,0,0.0,0.0217982715115852,
2026-01-01 04:45:00,ZONE_A,2282.1169615451204,0.5417129232596194,1604.004768591332,0.6894772872963715,1,2254.787660584536,2248.55313839589,,0.5336583822464009,0.5294267511578518,,1,0.0,0.0,
