timestamp,zone_id,demand_mw,demand_mw,demand_response_available_mw,demand_lag_1,demand_lag_2,demand_lag_4,demand_lag_8,demand_lag_96,demand_rolling_mean_1h,demand_rolling_std_1h,demand_rolling_mean_6h,demand_rolling_std_6h,demand_rolling_mean_24h,demand_rolling_std_24h,demand_change_15m,demand_change_1h,demand_change_24h,demand_pct_change_15m,demand_pct_change_1h
2026-01-01 00:00:00,ZONE_A,2286.725259023718,2286.725259023718,150,,,,,,,,,,,,,,,,
2026-01-01 00:15:00,ZONE_A,2264.8170479177297,2264.8170479177297,150,2286.725259023718,,,,,,,,,,,-21.908211105988357,,,-0.009580604849461334,
2026-01-01 00:30:00,ZONE_A,2305.918557231475,2305.918557231475,150,2264.8170479177297,2286.725259023718,,,,,,,,,,41.10150931374528,,,0.018147827592314338,
2026-01-01 00:45:00,ZONE_A,2282.510177489644,2282.510177489644,150,2305.918557231475,2264.8170479177297,,,,,,,,,,-23.40837974183114,,,-0.010151433869345168,
2026-01-01 01:00:00,ZONE_A,2279.966138964578,2279.966138964578,150,2282.510177489644,2305.918557231475,2286.725259023718,,,2284.992760415642,16.873185004491443,,,,,-2.5440385250658437,-6.759120059140059,,-0.0011145792689800115,-0.0029558076697091982
2026-01-01 01:15:00,ZONE_A,2272.734043747352,2272.734043747352,150,2279.966138964578,2282.510177489644,2264.8170479177297,,,2283.3029804008565,16.97995938726227,,,,,-7.232095217225833,7.916995829622465,,-0.0031720186952031715,0.0034956447528074475
2026-01-01 01:30:00,ZONE_A,2266.0863851166696,2266.0863851166696,150,2272.734043747352,2279.966138964578,2305.918557231475,,,2285.282229358262,14.367324952274188,,,,,-6.647658630682599,-39.83217211480542,,-0.002924961083313444,-0.01727388505976924
2026-01-01 01:45:00,ZONE_A,2314.314001857612,2314.314001857612,150,2266.0863851166696,2272.734043747352,2282.510177489644,,,2275.3241863295607,7.421410536720142,,,,,48.22761674094227,31.80382436796799,,0.021282338156962743,0.013933705392256588
2026-01-01 02:00:00,ZONE_A,2288.448083949921,2288.448083949921,150,2314.314001857612,2266.0863851166696,2279.966138964578,2286.725259023718,,2283.275142421553,21.454824149944503,,,,,-25.8659179076908,8.481944985343034,,-0.011176494584109681,0.003720206559381192
2026-01-01 02:15:00,ZONE_A,2288.089506457011,2288.089506457011,150,2288.448083949921,2314.314001857612,2272.734043747352,2264.8170479177297,,2285.3956286678886,21.437913536607468,,,,,-0.3585774929101717,15.355462709658696,,-0.00015669024585921896,0.006756383463302264
2026-01-01 02:30:00,ZONE_A,2312.742435800034,2312.742435800034,150,2288.089506457011,2288.448083949921,2266.0863851166696,2305.918557231475,,2289.2344943453036,19.720937236813526,,,,,24.65292934302306,46.656050683364356,,0.010774460209468316,0.020588822645859668
2026-01-01 02:45:00,ZONE_A,2266.923025270417,2266.923025270417,150,2312.742435800034,2288.089506457011,2314.314001857612,2282.510177489644,,2300.8985070161443,14.598375260408291,,,,,-45.819410529617016,-47.39097658719493,,-0.019811722144393033,-0.020477332181007415
