timestamp,zone_id,solar_generation_mw,wind_generation_mw,wind_speed_ms,renewable_available_mw,renewable_dispatched_mw,total_renewable_generation_mw,renewable_share,solar_share,wind_share,solar_lag_1,wind_lag_1,solar_lag_4,wind_lag_4,solar_lag_96,wind_lag_96,solar_rolling_mean_1h,wind_rolling_mean_1h,solar_rolling_mean_6h,wind_rolling_mean_6h
2026-01-01 00:00:00,ZONE_A,0.0,74.1856432120808,7.489374708486926,75.90682096273083,74.1856432120808,74.1856432120808,0.032441869839559656,0.0,0.032441869839559656,,,,,,,,,,
2026-01-01 00:15:00,ZONE_A,0.0,54.86984184588219,7.065641068961092,56.29364118166987,54.86984184588219,54.86984184588219,0.024227052642653613,0.0,0.024227052642653613,0.0,74.1856432120808,,,,,,,,
2026-01-01 00:30:00,ZONE_A,0.0,85.71842111534038,7.694489910574298,85.71842111534038,85.71842111534038,85.71842111534038,0.03717322142472168,0.0,0.03717322142472168,0.0,54.86984184588219,,,,,,,,
2026-01-01 00:45:00,ZONE_A,0.0,92.2617591622758,7.796162170307499,93.18865904107216,92.2617591622758,92.2617591622758,0.04042118193915234,0.0,0.04042118193915234,0.0,85.71842111534038,,,,,,,,
2026-01-01 01:00:00,ZONE_A,0.0,98.46900209667324,7.9348693401363555,100.35258367000264,98.46900209667324,98.46900209667324,0.04318880022551207,0.0,0.04318880022551207,0.0,92.2617591622758,0.0,74.1856432120808,,,0.0,76.75891633389479,,
2026-01-01 01:15:00,ZONE_A,0.0,47.31117234795666,6.851199620393085,47.31117234795666,47.31117234795666,47.31117234795666,0.020816853814513456,0.0,0.020816853814513456,0.0,98.46900209667324,0.0,54.86984184588219,,,0.0,82.8297560550429,,
2026-01-01 01:30:00,ZONE_A,0.0,15.06082351867245,5.639597276129939,15.422440308031192,15.06082351867245,15.06082351867245,0.006646182430462395,0.0,0.006646182430462395,0.0,47.31117234795666,0.0,85.71842111534038,,,0.0,80.94008868056152,,
2026-01-01 01:45:00,ZONE_A,0.0,13.26337603997862,5.518286008982916,13.26337603997862,13.26337603997862,13.26337603997862,0.005731018361956335,0.0,0.005731018361956335,0.0,15.06082351867245,0.0,92.2617591622758,,,0.0,63.275689281394534,,
2026-01-01 02:00:00,ZONE_A,0.0,15.2142994688751,5.654084343862053,15.2222241953133,15.2142994688751,15.2142994688751,0.006648304401389269,0.0,0.006648304401389269,0.0,13.26337603997862,0.0,98.46900209667324,,,0.0,43.526093500820245,,
2026-01-01 02:15:00,ZONE_A,0.0,6.857343999545278,5.035225538606305,6.916409560320703,6.857343999545278,6.857343999545278,0.0029969736674171996,0.0,0.0029969736674171996,0.0,15.2142994688751,0.0,47.31117234795666,,,0.0,22.712417843870707,,
